text,trans
その調子よ！　プロデューサー\n次のレッスンまでは少し時間があるみたいだし……\n一緒に走りに行きましょう！,
お疲れ様、プロデューサー\n一緒に紅茶でもどうかしら？　ニルギリ、ウバ、\nキーマン……どれもリラックス効果があるものよ！,
やったわね！　プロデューサー！\n私もアナタに負けていられないわ……\nうふふ、一緒にレベルアップしていきましょうね！,
それでこそよ！　プロデューサー\n隣で、ちゃんと見守っていてちょうだい！\n私、期待に応えるのは得意なのよ,
さすがよ、プロデューサー\n私のことはなんでもお見通しなのね\nどうして……掛けてほしい言葉がわかるのかしら……,
ありがとう、プロデューサー\nアナタがいたからここまで来れたの\n──だから、これからも……一緒よ,

#甘奈↓,
プロデューサーさん、お疲れさま！\n甘奈のアイドルとしての日々は始まったばかりだけど\nこれからもよろしくねっ！,制作人先生，辛苦了！\n甘奈作为偶像的日子虽然才刚开始起步\n从今以后也拜托你了！
甘奈、プリンすっごく好きなんだ～\nそれでね、この前めっちゃ美味しいの見つけたの！\n今度持ってくるから、一緒に食べよ？,甘奈，超喜欢布丁的～\n所以呢，之前发现了超美味的布丁！\n下次我带过来一份，一起尝尝吧？
ねぇねぇ、次の衣装のイメージって、決まってたりする！？\nもし、まだだったら、甘奈\nちょっと使ってみたいモチーフがあるんだよね！,呐呐，下个服装的概念，决定下来了吗！？\n要是还没有的话，甘奈\n有几个想要尝试的主题呢！
この前のお休み、甜花ちゃんと一緒にお菓子作ったんだよ！\n上手にできたから、持ってきちゃった\nはい！　どーぞ☆　プロデューサーさん！　えへへ,之前的休息日，和甜花一起做了点心哦！\n因为做的很不错，就带过来啦\n给！ 请☆　制作人先生！ 诶嘿嘿
え～！　お昼買ってくるの忘れちゃったの！？\nそれじゃ、甘奈、今日はお弁当持って来てるから\nわけてあげるっ！,诶～！　忘记买午饭了吗！？\n那，甘奈，今天带了便当过来\n分给你一点吧！
甘奈の写真、ツイスタにアップしたいんだ～\nプロデューサーさんはどれがいいと思う？\n一緒に選んでくれたら嬉しいなっ☆,甘奈的照片，想上传到推特啊～\n制作人先生觉得那张比较好？\n如果能一起选就太好了☆
甜花ちゃん、千雪さん、プロデューサーさん……\nみんなと一緒にいる何気ない時間が甘奈は大好き\nこれからもずーっと、大切にしていきたいな,小甜花，千雪姐，制作人先生……\n和大家一起度过的闲暇时光，甘奈最喜欢了\n今后也要用永ー远，珍惜这段时间
甘奈、アイドルの活動ノートをつけてるんだけどね\n見返してみたら、すっごく心が温かくなって\nまた頑張らなきゃって気持ちになったんだ,
ノート、昨日でいっぱいになったんだ\nとっても幸せな一冊ができたと思う……\nありがと、プロデューサーさん！,

#甜花↓,
甜花……いっぱい、頑張った……\n今日の甜花は……おしまい……\nあとは……明日の甜花が……頑張る……,甜花……非常，努力了……\n今天的甜花……就此为止……\n剩下的……就让明天的甜花……加油吧……
もうすぐ……発売日……\n甜花の大好きな……超大作シリーズの、新作……\nだから、今日のお仕事は……いっぱい、頑張る……！,马上就是……发售日……\n甜花最喜欢的……超大作的续作……\n所以，今天的工作要……好好努力……！
諦めるの……甜花、得意で、慣れてて……楽だけど……\nでも、好きじゃないし……\n諦めたくないことも、たまに……ある、かも……,甜花……虽然很容易就放弃，也很习惯并接受了它……\n但、并不是因为喜欢才……\n偶尔……也有不愿放弃的事……
……あ……プロデューサーさん……おはよ……\n……おやすみなさい……\n……あと、５分だけ……,……啊……制作人先生……早上好……\n……晚安……\n……再睡，五分钟就好……
プリンと……チョコプリン……\nあうう、選べない……\n……プロデューサーさん……どっちかしか……だめ？,原味布丁……巧克力布丁……\n啊呜呜，好难抉择啊……\n……制作人先生……只能选一个吗？
あ、なーちゃ……あれ……？\n……に、にへへ……\nなーちゃんとプロデューサーさん……間違えちゃった……,啊，小奈……咦……？\n……诶嘿嘿……\n把小奈和制作人先生……弄混了……
……ん……んん……？\n……あ、ぷろりゅーさーさん……だあ……\n……にへへ……すう……すう……,……嗯……嗯……？\n……啊、是制作人……先生啊……\n……诶嘿嘿……呼……呼……
早寝……寝坊……二度寝……三度寝……\nあと……お昼寝……\n……にへへ、みんな……好き……,睡觉……睡懒觉……睡回笼觉……睡回笼回笼觉……\n还有……睡午觉……\n……诶嘿嘿，大家……最喜欢了……
甜花も、頑張る……！\nいっぱい頑張って、えと、まずは……え、えと、えっと……\n……頑張るの、お昼寝してから……,
甜花、失敗しちゃっても……\nプロデューサーさん、なんとかしてくれる……\nにへへ……甜花とプロデューサーさんの……連携技……！,
